EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 01-12-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 46 STANAME: Station name
 48- 49 CN     : Country code (ISO3116 country codes)
 51- 59 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 61- 70 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 72- 75 HGTH   : Station elevation in meters

STAID,STANAME                                 ,CN,      LAT,       LON,HGHT
 7809,SODANKYLA AWS                           ,FI,+67:22:04,+026:37:58, 179
 7813,PELKOSENNIEMI KIRKONKYLA                ,FI,+67:05:59,+027:30:50, 155
 7817,SALLA KK                                ,FI,+66:49:16,+028:40:39, 221
 7818,SAVUKOSKI KK                            ,FI,+67:17:07,+028:10:48, 180
 7822,SALLA KELLOSELKA                        ,FI,+66:56:43,+028:58:47, 197
 7825,SALLA KK MYLLYTIE                       ,FI,+66:50:00,+028:40:41, 215
 7830,SALLA NARUSKA-1                         ,FI,+67:12:54,+029:14:28, 222
 7832,SALLA NARUSKA                           ,FI,+67:09:45,+029:10:53, 213
 7833,ENONTEKIO KARESUVANTO                   ,FI,+68:27:01,+022:29:54, 320
 7838,KITTILA HUKKAKUMPU                      ,FI,+67:43:00,+024:51:00, 197
 7840,KITTILA PULJU                           ,FI,+68:13:47,+024:50:30, 279
 7848,KITTILA KK                              ,FI,+67:39:06,+024:54:21, 181
 7850,KITTILA POKKA                           ,FI,+68:10:09,+025:47:12, 275
 7856,SODANKYLA LOKKA                         ,FI,+67:49:15,+027:45:01, 240
 7857,SODANKYLA VUOTSO                        ,FI,+68:05:02,+027:11:23, 247
 7858,INARI LAANILA                           ,FI,+68:24:00,+027:23:00, 285
 7859,SODANKYLA VUOTSO VIRASTOTALO            ,FI,+68:06:04,+027:07:25, 246
 7860,INARI KIILOPAA                          ,FI,+68:21:00,+027:27:00, 326
 7861,INARI SAARISELKA MATKAILUKESKUS         ,FI,+68:24:52,+027:25:03, 302
 7864,INARI RAJA-JOOSEPPI AKUJARVI            ,FI,+68:28:18,+028:19:28, 185
 7868,SALLA VARRIOTUNTURI                     ,FI,+67:44:51,+029:36:54, 370
 7871,ENONTEKIO KELOTTIJARVI IITTO            ,FI,+68:45:00,+021:25:00, 415
 7872,ENONTEKIO KILPISJARVI KYLAKESKUS        ,FI,+69:02:55,+020:47:44, 480
 7875,ENONTEKIO NAKKALA                       ,FI,+68:36:09,+023:34:49, 370
 7876,ENONTEKIO PALOJARVI                     ,FI,+68:34:16,+023:20:21, 356
 7883,INARI RIUTULA                           ,FI,+68:56:00,+026:49:00, 148
 7884,INARI SOLOJARVI                         ,FI,+68:52:00,+026:50:00, 145
 7886,INARI TOIVONIEMI                        ,FI,+69:04:02,+027:07:22, 152
 7887,UTSJOKI KEVO-1                          ,FI,+69:45:21,+027:00:44, 107
 7888,UTSJOKI NUORGAM                         ,FI,+70:04:53,+027:54:03,  22
 7892,UTSJOKI LEPPALA                         ,FI,+69:39:47,+027:04:41, 110
 7897,INARI KIRKONKYLA                        ,FI,+68:54:19,+027:01:06, 128
 7898,INARI KAAMANEN                          ,FI,+69:08:25,+027:16:12, 156
 7901,INARI NELLIM-1                          ,FI,+68:50:55,+028:18:12, 120
 7902,INARI SEVETTIJARVI-1                    ,FI,+69:33:00,+028:38:00,  96
 7903,INARI SEVETTIJARVI                      ,FI,+69:30:27,+028:35:51, 100
 7904,INARI NELLIM                            ,FI,+68:50:56,+028:18:14, 123
 7907,INARI KIRAKKAJARVI                      ,FI,+69:34:54,+028:53:57, 103
 7908,INARI NAATAMO                           ,FI,+69:40:09,+029:05:49,  85
19328,POLMAK TOLLSTED                         ,NO,+70:04:24,+028:00:04,  18
19732,OEVRE NEIDEN                            ,NO,+69:40:55,+029:08:54,  85
