EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 08-12-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 46 STANAME: Station name
 48- 49 CN     : Country code (ISO3116 country codes)
 51- 59 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 61- 70 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 72- 75 HGTH   : Station elevation in meters

STAID,STANAME                                 ,CN,      LAT,       LON,HGHT
10971,RDAM-WAALHAVEN                          ,NL,+51:53:35,+004:25:24,   4
10972,HOEK_VAN_HOLLAND_1                      ,NL,+51:59:07,+004:08:53,   1
10973,KRIMPEN_AAN_DE_LEK                      ,NL,+51:53:46,+004:36:57,  -2
10974,HUPSEL_1                                ,NL,+52:04:05,+006:38:24,  26
10975,HERWIJNEN_1                             ,NL,+51:49:22,+005:09:09,   1
10976,GILZE-RIJEN_1                           ,NL,+51:34:04,+004:55:59,  14
10977,VOLKEL_1                                ,NL,+51:39:29,+005:42:23,  21
10978,ARCEN_1                                 ,NL,+51:28:59,+006:11:02,  19
10979,WAALRE                                  ,NL,+51:25:00,+005:28:48,  18
10980,KESSEL-EIK                              ,NL,+51:16:59,+006:01:00,  26
12544,DUISBURG-BEECK                          ,DE,+51:28:59,+006:43:59,   2
12546,DUISBURG-HOCHFELD                       ,DE,+51:24:36,+006:45:07,   3
12957,GOCH-ASPERDEN                           ,DE,+51:41:05,+006:06:19,   2
13815,LAAR KREIS GRAFSCHAFT BENTHEIM          ,DE,+52:36:54,+006:44:39,   1
